Database ID,Country,Districts,Region,Departments,Sous Prefecture,Commune,Latitude,Longitude,GeoID,ISO,ISO3
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,Sinematiali,,,,,,
9350,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,Sinematiali,Sinematiali,,,,,
9325,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,,,,,,,,
9351,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,TOGONIERE,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Ferkessedougou,,,,,,
9354,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Ferkessedougou,Ferkessedougou,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Koumbala,,,,,,
9355,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Koumbala,Koumbala,,,,,
9352,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,BILIMONO,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,NAFANA,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,Kong,,,,,,
9356,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,Kong,Kong,,,,,
9353,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,TOUMOUKORO,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Diawala,,,,,,
9357,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Diawala,Diawala,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Nielle,,,,,,
9358,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Nielle,Nielle,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Ouangolodougou,,,,,,
9359,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Ouangolodougou,Ouangolodougou,,,,,
9116,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,,,,,,,,,
9122,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,,,,,,,,
9127,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,GBAGBAM,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,Fresco,,,,,,
9135,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,Fresco,Fresco,,,,,
9128,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,DAKPADOU,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,SAGO,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,Sassandra,,,,,,
9137,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,Sassandra,Sassandra,,,,,
9123,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,,,,,,,,
9129,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,BUYO,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,BUYO,Buyo,,,,,,
9138,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,BUYO,Buyo,Buyo,,,,,
9130,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,DABOUYO,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,Gueyo,,,,,,
9139,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,Gueyo,Gueyo,,,,,
9131,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,OUPOYO,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,Meagui,,,,,,
9140,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,Meagui,Meagui,,,,,
9132,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,LILIYO,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,OKROUYO,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Grand-Zattry,,,,,,
9141,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Grand-Zattry,Grand-Zattry,,,,,
9142,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,,Mayo,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Soubre,,,,,,
9143,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Soubre,Soubre,,,,,
9124,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,,,,,,,,
9133,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,GABIADJI,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,DOBA,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,DOGBO,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,Grand-Bereby,,,,,,
9144,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,Grand-Bereby,Grand-Bereby,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,San Pedro,,,,,,
9145,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,San Pedro,San Pedro,,,,,
9134,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,OLODIO,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,DJOUROUTOU,,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Grabo,,,,,,
9146,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Grabo,Grabo,,,,,
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Tabou,,,,,,
9147,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Tabou,Tabou,,,,,
9148,Cote d`Ivoire,DISTRICT DU COMOE,,,,,,,,,
9149,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,,,,,,,,
9151,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,YAKASSE-FEYASSE,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,ZARANOU,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,AMELEKIA,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,ANIASSUE,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,EBILASSOUKRO,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Abengourou,,,,,,
9154,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Abengourou,Abengourou,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Niable,,,,,,
9155,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Niable,Niable,,,,,
9152,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,AKOBOISSUE,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,DAME,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,DUFFREBO,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,TANGUELAN,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,Agnibilekrou,,,,,,
9156,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,Agnibilekrou,Agnibilekrou,,,,,
9153,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,DIAMARABO,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,Bettie,,,,,,
9157,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,Bettie,Bettie,,,,,
9150,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,,,,,,,,
9158,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,YAOU,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,BIANOUAN,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,KOUAKRO,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,ADAOU,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,ADjOUAN,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Aboisso,,,,,,
9162,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Aboisso,Aboisso,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Ayame,,,,,,
9163,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Ayame,Ayame,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Mafere,,,,,,
9164,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Mafere,Mafere,,,,,
9159,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,ETOUEBOUE,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,ASSINI-MAFIA,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,Adiake,,,,,,
9165,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,Adiake,Adiake,,,,,
9160,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Bongo,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Bonoua,,,,,,
9166,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Bonoua,Bonoua,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Grand- Bassam,,,,,,
9167,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Grand- Bassam,Grand- Bassam,,,,,
9161,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,NOUAMOU,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,NOE,,,,,,
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,Tiapoum,,,,,,
9168,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,Tiapoum,Tiapoum,,,,,
9187,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,,,,,,,,,
9188,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,,,,,,,,
9190,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,,,,,,,
#N/A,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,GUIBEROUA,GUIBEROUA,,,,,
#N/A,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,OURAGAHIO,OURAGAHIO,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,GNANGBODOUGNOA,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,BAYOTA,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,SERIHIO,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,GALEBRE,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,DIGNAGO,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,GAGNOA,,,,,,
#N/A,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,GAGNOA,GAGNOA,GAGNOA,,,,,
9191,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,OUME,,,,,,,
#N/A,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,OUME,DIEGONEFRA,DIEGONEFRA,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,OUME,GUEPAHOUO,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,OUME,TONLA,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,OUME,OUME,,,,,,
#N/A,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,GÃ”H,OUME,OUME,OUME,,,,,
9189,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,,,,,,,,
9192,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,DIVO,,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,DIVO,OGOUDOU,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,DIVO,DIDOKO,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,DIVO,Divo,,,,,,
9195,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,DIVO,Divo,Divo,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,DIVO,Hire,,,,,,
9196,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,DIVO,Hire,Hire,,,,,
9193,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,GUITRY,,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,GUITRY,LAUZOUA,,,,,,
#N/A,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,GUITRY,LAUZOUA,LAUZOUA,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,GUITRY,YOCOBOUE,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,GUITRY,DAIRO-DIDIZO,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,GUITRY,Guitry,,,,,,
9197,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,GUITRY,Guitry,Guitry,,,,,
9194,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,NIAMBEZARIA,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,KOUDOUKO,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,GARORE,,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,Lakota,,,,,,
9198,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,Lakota,Lakota,,,,,
,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,Zikisso,,,,,,
9199,Cote d`Ivoire,DISTRICT DU GÃ”H-DJIBOUA,LÃ”H-DJIBOUA,LAKOTA,Zikisso,Zikisso,,,,,
9389,Cote d`Ivoire,DISTRICT DU WOROBA,,,,,,,,,
9390,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,,,,,,,,
9393,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,KORO,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,KORO,Booko,,,,,,
9401,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,KORO,Booko,Booko,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,KORO,Borotou,,,,,,
9402,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,KORO,Borotou,Borotou,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,KORO,Koro,,,,,,
9403,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,KORO,Koro,Koro,,,,,
9394,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,OUANINOU,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,OUANINOU,Koonan,,,,,,
9404,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,OUANINOU,Koonan,Koonan,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,OUANINOU,Ouaninou,,,,,,
9405,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,OUANINOU,Ouaninou,Ouaninou,,,,,
9395,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,TOUBA,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,TOUBA,FOUNGBESSO,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,TOUBA,GUINTEGUELA,,,,,,
9406,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,TOUBA,GUINTEGUELA,Guinteguela,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,TOUBA,TOUBA,,,,,,
9407,Cote d`Ivoire,DISTRICT DU WOROBA,BAFING,TOUBA,TOUBA,Touba,,,,,
9391,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,,,,,,,,
9396,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,DIANRA,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,DIANRA,DIANRA-VILLAGE,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,DIANRA,Dianra,,,,,,
9408,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,DIANRA,Dianra,Dianra,,,,,
9397,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,KOUNAHIRI,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,KOUNAHIRI,Kongasso,,,,,,
9409,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,KOUNAHIRI,Kongasso,Kongasso,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,KOUNAHIRI,Kounahiri,,,,,,
9410,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,KOUNAHIRI,Kounahiri,Kounahiri,,,,,
9398,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,MARHANDALLAH,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,BOUANDOUGOU,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,Mankono,,,,,,
9411,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,Mankono,Mankono,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,Sarhala,,,,,,
9412,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,Sarhala,Sarhala,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,Tieningboue,,,,,,
9413,Cote d`Ivoire,DISTRICT DU WOROBA,BERE,MANKONO,Tieningboue,Tieningboue,,,,,
9392,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,,,,,,,,
9399,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,FADIADOUGOU,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,Djibrosso,,,,,,
9414,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,Djibrosso,Djibrosso,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,Kani,,,,,,
9415,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,Kani,Kani,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,Morondo,,,,,,
9416,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,KANI,Morondo,Morondo,,,,,
9400,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,MASSALA,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,BOBI,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,DIARABANA,,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Dualla,,,,,,
9417,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Dualla,Dualla,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Massala,,,,,,
9418,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Massala,Massala,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Seguela,,,,,,
9419,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Seguela,Seguela,,,,,
,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Sifie,,,,,,
9420,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,Sifie,Sifie,,,,,
9421,Cote d`Ivoire,DISTRICT DU WOROBA,WORODOUGOU,SEGUELA,,Worofla,,,,,
9422,Cote d`Ivoire,DISTRICT DU ZANZAN,,,,,,,,,
9423,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,,,,,,,,
9425,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,BOUNA,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,BOUNA,Bouna,,,,,,
9429,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,BOUNA,Bouna,Bouna,,,,,
9426,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,DOROPO,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,DOROPO,Doropo,,,,,,
9430,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,DOROPO,Doropo,Doropo,,,,,
9427,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,NASSIAN,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,NASSIAN,KOTOUBA,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,NASSIAN,SOMINASSE,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,NASSIAN,Nassian,,,,,,
9431,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,NASSIAN,Nassian,Nassian,,,,,
9428,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,TEHINI,,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,TEHINI,Tougbo,,,,,,
,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,TEHINI,Tehini,,,,,,
9432,Cote d`Ivoire,DISTRICT DU ZANZAN,BOUKANI,TEHINI,Tehini,Tehini,,,,,
9424,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,,,,,,,,
9433,Cote d`Ivoire,DISTRICT DU ZANZAN,GONTOUGO,BOUNDOUKOU,,,,,,,
