Database ID,Country,Districts,Region,Departments,Sous Prefecture,Commune,Latitude,Longitude,GeoID,ISO,ISO3,Most Specific Location,GeoID,latitude,longitude,feature class,feature code,country code,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,NIDROU,,,,,,,NIDROU,2283474,7,-7.7,H,STMI,CI,,78,,,,0,,250,Africa/Abidjan,6/5/11
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,TOTRODOU,,,,,,,TOTRODOU,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,OUYABLY-GNANDROU,,,,,,,OUYABLY-GNANDROU,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,Kouibly,,,,,,,Kouibly,2285905,7.25597,-7.23508,P,PPL,CI,,78,,,,0,,307,Africa/Abidjan,2/28/12
9285,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,Kouibly,Kouibly,,,,,,Kouibly,2285905,7.25597,-7.23508,P,PPL,CI,,78,,,,0,,307,Africa/Abidjan,2/28/12
9270,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,,,,,,,,,TONKPI,,,,,,,,,,,,,,,,
9286,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,,,,,,,,BIANKOUMA,2291666,7.73909,-7.61377,P,PPL,CI,,78,,,,22868,,538,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,GBANGBEGOUINE,,,,,,,GBANGBEGOUINE,2288681,7.67478,-7.47338,P,PPL,CI,,78,,,,0,,610,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,KPATA,,,,,,,KPATA,2285658,7.71912,-7.54581,P,PPL,CI,,78,,,,0,,618,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,BLAPLEU,,,,,,,BLAPLEU,2291504,7.63918,-7.73705,P,PPL,CI,,78,,,,0,,480,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,SANTA,,,,,,,SANTA,2281997,8.27028,-8.05886,P,PPL,CI,,0,,,,0,,564,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,GOUINE,,,,,,,GOUINE,2288198,7.71628,-7.41382,P,PPL,CI,,78,,,,0,,718,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Biankouma,,,,,,,Biankouma,2291666,7.73909,-7.61377,P,PPL,CI,,78,,,,22868,,538,Africa/Abidjan,1/17/12
9291,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Biankouma,Biankouma,,,,,,Biankouma,2291666,7.73909,-7.61377,P,PPL,CI,,78,,,,22868,,538,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Gbonne,,,,,,,Gbonne,2288590,7.53116,-7.41275,P,PPL,CI,,78,,,,0,,399,Africa/Abidjan,1/10/14
9292,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Gbonne,Gbonne,,,,,,Gbonne,2288590,7.53116,-7.41275,P,PPL,CI,,78,,,,0,,399,Africa/Abidjan,1/10/14
9287,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,,,,,,,,DANANE,2290462,7.25957,-8.15498,P,PPL,CI,,78,,,,53808,,347,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,MAHAPLEU,,,,,,,MAHAPLEU,2284719,7.22474,-7.93118,P,PPL,CI,,78,,,,0,,337,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,KOUAN-HOULE,,,,,,,KOUAN-HOULE,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,DALEU,,,,,,,DALEU,2290494,7.51085,-8.10602,P,PPL,CI,,78,,,,0,,436,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,SEILEU,,,,,,,SEILEU,2281850,7.09628,-8.17351,P,PPL,CI,,78,,,,0,,331,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,GBON-HOUYE,,,,,,,GBON-HOUYE,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,Danane,,,,,,,Danane,2290462,7.25957,-8.15498,P,PPL,CI,,78,,,,53808,,347,Africa/Abidjan,1/17/12
9293,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,Danane,Danane,,,,,,Danane,2290462,7.25957,-8.15498,P,PPL,CI,,78,,,,53808,,347,Africa/Abidjan,1/17/12
9288,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,,,,,,,,MAN,2284647,7.41251,-7.55383,P,PPLA,CI,,78,,,,139341,,329,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,SANDOUGOU-SOBA,,,,,,,SANDOUGOU-SOBA,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,BOGOUINE,,,,,,,BOGOUINE,2291291,7.2576,-7.59619,P,PPL,CI,,78,,,,0,,323,Africa/Abidjan,6/5/11
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,PODIAGOUINE,,,,,,,PODIAGOUINE,2282422,7.14984,-7.74593,P,PPL,CI,,78,,,,0,,305,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,GBANGBEGOUINE-YATI,,,,,,,GBANGBEGOUINE-YATI,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,YAPLEU,,,,,,,YAPLEU,2279695,7.09056,-7.71028,P,PPL,CI,,78,,,,0,,293,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Logouale,,,,,,,Logouale,2285092,7.10769,-7.55207,P,PPL,CI,,78,,,,0,,256,Africa/Abidjan,1/17/12
9294,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Logouale,Logouale,,,,,,Logouale,2285092,7.10769,-7.55207,P,PPL,CI,,78,,,,0,,256,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Man,,,,,,,Man,2284647,7.41251,-7.55383,P,PPLA,CI,,78,,,,139341,,329,Africa/Abidjan,1/17/12
9295,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Man,Man,,,,,,Man,2284647,7.41251,-7.55383,P,PPLA,CI,,78,,,,139341,,329,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Sangouine,,,,,,,Sangouine,2282033,7.27472,-7.77944,P,PPL,CI,,78,,,,0,,338,Africa/Abidjan,1/17/12
9296,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Sangouine,Sangouine,,,,,,Sangouine,2282033,7.27472,-7.77944,P,PPL,CI,,78,,,,0,,338,Africa/Abidjan,1/17/12
9289,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,,,,,,,,SIPILOU,2281571,7.8645,-8.10143,P,PPL,CI,,78,,,,0,,556,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,YORODOUGOU,,,,,,,YORODOUGOU,2289927,7.78356,-7.88024,P,PPL,CI,,78,,,,0,,490,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,Sipilou,,,,,,,Sipilou,2281571,7.8645,-8.10143,P,PPL,CI,,78,,,,0,,556,Africa/Abidjan,2/28/12
9297,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,Sipilou,Sipilou,,,,,,Sipilou,2281571,7.8645,-8.10143,P,PPL,CI,,78,,,,0,,556,Africa/Abidjan,2/28/12
9290,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,,,ZOUAN-HOUNIEN,,,,,ZAN-HOUNIEN,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,BANNEU,,,,,,,BANNEU,2292134,7.07343,-8.25311,P,PPL,CI,,78,,,,0,,270,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,TEAPLEU,,,,,,,TEAPLEU,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,GOULALEU,,,,,,,GOULALEU,2288192,6.70309,-8.36241,P,PPL,CI,,78,,,,0,,255,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Bin-Houye,,,,,,,Bin-Houye,2291571,6.78241,-8.31311,P,PPL,CI,,78,,,,0,,248,Africa/Abidjan,1/17/12
9298,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Bin-Houye,Bin-Houye,,,,,,Bin-Houye,2291571,6.78241,-8.31311,P,PPL,CI,,78,,,,0,,248,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Zan-Hounien,,,,,,,Zan-Hounien,,,,,,,,,,,,,,,,
9299,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Zan-Hounien,Zan-Hounien,,,,,,Zan-Hounien,,,,,,,,,,,,,,,,
9322,Cote d`Ivoire,DISTRICT DES SAVANES,,,,,,,,,,DISTRICT DES SAVANES,,,,,,,,,,,,,,,,
9323,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,,,,,,,,,BAGOUE,,,,,,,,,,,,,,,,
9326,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,,,,,,,,BOUNDIALI,2290836,9.52167,-6.48694,P,PPL,CI,,87,,,,38878,,411,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,BAYA,,,,,,,BAYA,2291983,8.00326,-3.07193,H,STMI,CI,,92,,,,0,,281,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,SIEMPURGO,,,,,,,SIEMPURGO,2281667,9.51953,-6.19408,P,PPL,CI,,87,,,,0,,418,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Gonaoni,,,,,,,Gonaoni,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Boundiali,,,,,,,Boundiali,2290836,9.52167,-6.48694,P,PPL,CI,,87,,,,38878,,411,Africa/Abidjan,1/17/12
9329,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Boundiali,Boundiali,,,,,,Boundiali,2290836,9.52167,-6.48694,P,PPL,CI,,87,,,,38878,,411,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Kassere,,,,,,,Kassere,2287346,9.82723,-6.2167,P,PPL,CI,,87,,,,0,,388,Africa/Abidjan,2/28/12
9330,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Kassere,Kassere,,,,,,Kassere,2287346,9.82723,-6.2167,P,PPL,CI,,87,,,,0,,388,Africa/Abidjan,2/28/12
9327,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,,,,,,,,KOUTO,2285706,9,-5.75,H,STMI,CI,,0,,,,0,,376,Africa/Abidjan,1/4/94
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Sianhala,,,,,,,Sianhala,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Blessegue,,,,,,,Blessegue,2291469,10.19833,-6.40778,P,PPL,CI,,87,,,,0,,365,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Gbon,,,,,,,Gbon,2288603,8.03628,-6.73172,H,STMI,CI,,91,,,,0,,285,Africa/Abidjan,2/28/12
9331,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Gbon,Gbon,,,,,,Gbon,2288603,8.03628,-6.73172,H,STMI,CI,,91,,,,0,,285,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kolia,,,,,,,Kolia,2286631,10.09542,-6.13027,P,PPL,CI,,87,,,,0,,354,Africa/Abidjan,2/28/12
9332,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kolia,Kolia,,,,,,Kolia,2286631,10.09542,-6.13027,P,PPL,CI,,87,,,,0,,354,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kouto,,,,,,,Kouto,2285706,9,-5.75,H,STMI,CI,,0,,,,0,,376,Africa/Abidjan,1/4/94
9333,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kouto,Kouto,,,,,,Kouto,2285706,9,-5.75,H,STMI,CI,,0,,,,0,,376,Africa/Abidjan,1/4/94
9328,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,,,,,,,,TENGRELA,2280589,10.48115,-6.40694,P,PPL,CI,,87,,,,39277,,370,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Debete,,,,,,,Debete,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Kanakono,,,,,,,Kanakono,2287540,10.35497,-6.23634,P,PPL,CI,,87,,,,0,,332,Africa/Abidjan,2/28/12
9334,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Kanakono,Kanakono,,,,,,Kanakono,2287540,10.35497,-6.23634,P,PPL,CI,,87,,,,0,,332,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Tengrela,,,,,,,Tengrela,2280589,10.48115,-6.40694,P,PPL,CI,,87,,,,39277,,370,Africa/Abidjan,2/28/12
9335,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Tengrela,Tengrela,,,,,,Tengrela,2280589,10.48115,-6.40694,P,PPL,CI,,87,,,,39277,,370,Africa/Abidjan,2/28/12
9324,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,,,,,,,,,PORO,2282344,4.77587,-6.63236,P,PPL,CI,,76,,,,0,,13,Africa/Abidjan,1/10/14
9340,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,,,,,,,,DIKODOUGOU,2290000,9.06757,-5.77222,P,PPL,CI,,87,,,,0,,409,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,BORON,,,,,,,BORON,2291027,8.69445,-5.96906,P,PPL,CI,,87,,,,0,,382,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Dikodougou,,,,,,,Dikodougou,2290000,9.06757,-5.77222,P,PPL,CI,,87,,,,0,,409,Africa/Abidjan,2/28/12
9341,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Dikodougou,Dikodougou,,,,,,Dikodougou,2290000,9.06757,-5.77222,P,PPL,CI,,87,,,,0,,409,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Guiembe,,,,,,,Guiembe,2280177,9.23298,-5.71277,P,PPL,CI,,87,,,,0,,347,Africa/Abidjan,2/8/13
9342,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Guiembe,Guiembe,,,,,,Guiembe,2280177,9.23298,-5.71277,P,PPL,CI,,87,,,,0,,347,Africa/Abidjan,2/8/13
9336,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,,,,,,,KORHOGO,2286304,9.45803,-5.62961,P,PPLA,CI,,87,,,,167359,,360,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,KONI,,,,,,,KONI,2286394,9.58789,-5.687,P,PPL,CI,,87,,,,0,,373,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,SOHOUO,,,,,,,SOHOUO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,N'GANON,,,,,,,N'GANON,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Karakoro,,,,,,,Karakoro,2287387,9.4166,-5.494,P,PPL,CI,,87,,,,0,,326,Africa/Abidjan,2/28/12
9343,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Karakoro,Karakoro,,,,,,Karakoro,2287387,9.4166,-5.494,P,PPL,CI,,87,,,,0,,326,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Komborodougou,,,,,,,Komborodougou,2286492,9.32634,-5.42922,P,PPL,CI,,87,,,,0,,324,Africa/Abidjan,2/8/13
9339,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Komborodougou,Komborodougou,,,,,,Komborodougou,2286492,9.32634,-5.42922,P,PPL,CI,,87,,,,0,,324,Africa/Abidjan,2/8/13
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Korhogo,,,,,,,Korhogo,2286304,9.45803,-5.62961,P,PPLA,CI,,87,,,,167359,,360,Africa/Abidjan,2/28/12
9344,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Korhogo,Korhogo,,,,,,Korhogo,2286304,9.45803,-5.62961,P,PPLA,CI,,87,,,,167359,,360,Africa/Abidjan,2/28/12
9336,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,,,,,,,KORHOGO,2286304,9.45803,-5.62961,P,PPLA,CI,,87,,,,167359,,360,Africa/Abidjan,2/28/12
9346,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,Napie,NAPIELEDOUGOU?,,,,,Napie,2283930,9.28868,-5.58324,P,PPL,CI,,87,,,,0,,367,Africa/Abidjan,2/8/13
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Niofoin,,,,,,,Niofoin,2283379,9.615,-6.07778,P,PPL,CI,,87,,,,0,,351,Africa/Abidjan,1/17/12
9345,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Niofoin,Niofoin,,,,,,Niofoin,2283379,9.615,-6.07778,P,PPL,CI,,87,,,,0,,351,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Sirasso,,,,,,,Sirasso,2281562,9.27425,-6.09897,P,PPL,CI,,87,,,,0,,354,Africa/Abidjan,2/28/12
9347,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Sirasso,Sirasso,,,,,,Sirasso,2281562,9.27425,-6.09897,P,PPL,CI,,87,,,,0,,354,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Tioroniaradougou,,,,,,,Tioroniaradougou,2280078,9.35446,-5.63766,P,PPL,CI,,87,,,,0,,351,Africa/Abidjan,2/8/13
9348,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Tioroniaradougou,Tioroniaradougou,,,,,,Tioroniaradougou,2280078,9.35446,-5.63766,P,PPL,CI,,87,,,,0,,351,Africa/Abidjan,2/8/13
9337,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,,,,,,,,M'BENGUE,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,KATOGO,,,,,,,KATOGO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,KATIALI,,,,,,,KATIALI,2287281,9.82268,-5.9338,P,PPL,CI,,87,,,,0,,353,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,BOUGOU,,,,,,,BOUGOU,2290896,10.22306,-5.8657,P,PPL,CI,,87,,,,0,,373,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,M'Bengue,,,,,,,M'Bengue,,,,,,,,,,,,,,,,
9349,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,M'Bengue,M'Bengue,,,,,,M'Bengue,,,,,,,,,,,,,,,,
9338,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,,,,,,,,SINEMATIALI,2281609,9.5841,-5.38476,P,PPL,CI,,87,,,,0,,333,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,KAGBOLODOUGOU,,,,,,,KAGBOLODOUGOU,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,BAHOUAKAHA,,,,,,,BAHOUAKAHA,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,Sinematiali,,,,,,,Sinematiali,2281609,9.5841,-5.38476,P,PPL,CI,,87,,,,0,,333,Africa/Abidjan,2/28/12
9350,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,Sinematiali,Sinematiali,,,,,,Sinematiali,2281609,9.5841,-5.38476,P,PPL,CI,,87,,,,0,,333,Africa/Abidjan,2/28/12
9325,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,,,,,,,,,TCHOLOGO,,,,,,,,,,,,,,,,
9351,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,,,,,,,,FERKESSEDOUGOU,2289049,9.5928,-5.19449,P,PPL,CI,,87,,,,62008,,334,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,TOGONIERE,,,,,,,TOGONIERE,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Ferkessedougou,,,,,,,Ferkessedougou,2289049,9.5928,-5.19449,P,PPL,CI,,87,,,,62008,,334,Africa/Abidjan,2/28/12
9354,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Ferkessedougou,Ferkessedougou,,,,,,Ferkessedougou,2289049,9.5928,-5.19449,P,PPL,CI,,87,,,,62008,,334,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Koumbala,,,,,,,Koumbala,2285850,9.52098,-5.1746,P,PPL,CI,,87,,,,0,,345,Africa/Abidjan,5/5/12
9355,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Koumbala,Koumbala,,,,,,Koumbala,2285850,9.52098,-5.1746,P,PPL,CI,,87,,,,0,,345,Africa/Abidjan,5/5/12
9352,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,,,,,,,,KONG,2286458,9.14943,-4.60982,P,PPL,CI,,87,,,,0,,327,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,BILIMONO,,,,,,,BILIMONO,2291596,8.92198,-4.14786,P,PPL,CI,,87,,,,0,,290,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,NAFANA,,,,,,,NAFANA,2284097,9.19146,-4.78507,P,PPL,CI,,87,,,,0,,349,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,Kong,,,,,,,Kong,2286458,9.14943,-4.60982,P,PPL,CI,,87,,,,0,,327,Africa/Abidjan,2/28/12
9356,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,Kong,Kong,,,,,,Kong,2286458,9.14943,-4.60982,P,PPL,CI,,87,,,,0,,327,Africa/Abidjan,2/28/12
9353,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,,,,,,,,OUANGOLODOUGOU,2282907,9.96837,-5.14882,P,PPL,CI,,87,,,,0,,328,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,TOUMOUKORO,,,,,,,TOUMOUKORO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Diawala,,,,,,,Diawala,2290173,10.10701,-5.47295,P,PPL,CI,,87,,,,0,,347,Africa/Abidjan,2/28/12
9357,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Diawala,Diawala,,,,,,Diawala,2290173,10.10701,-5.47295,P,PPL,CI,,87,,,,0,,347,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Nielle,,,,,,,Nielle,2283456,10.19814,-5.62337,P,PPL,CI,,87,,,,0,,342,Africa/Abidjan,2/28/12
9358,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Nielle,Nielle,,,,,,Nielle,2283456,10.19814,-5.62337,P,PPL,CI,,87,,,,0,,342,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Ouangolodougou,,,,,,,Ouangolodougou,2282907,9.96837,-5.14882,P,PPL,CI,,87,,,,0,,328,Africa/Abidjan,2/28/12
9359,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Ouangolodougou,Ouangolodougou,,,,,,Ouangolodougou,2282907,9.96837,-5.14882,P,PPL,CI,,87,,,,0,,328,Africa/Abidjan,2/28/12
9116,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,,,,,,,,,,DISTRICT DU BAS-SASSANDRA,,,,,,,,,,,,,,,,
9122,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,,,,,,,,,GBOKLE,,,,,,,,,,,,,,,,
