Database ID,Country,Districts,Region,Departments,Sous Prefecture,Commune,Latitude,Longitude,GeoID,ISO,ISO3,Most Specific Location,GeoID,latitude,longitude,feature class,feature code,country code,cc2,admin1 code,admin2 code,admin3 code,admin4 code,population,elevation,dem,timezone,modification date
,Cote d`Ivoire,DISTRICT DE LA VILLE DU BANDAMA,HAMBOL,NIAKARAMADOUGOU,NIEDIEKAHA,,,,,,,NIEDIEKAHA,2283112,8.9337,-5.17636,P,PPL,CI,,90,,,,0,,397,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DE LA VILLE DU BANDAMA,HAMBOL,NIAKARAMADOUGOU,Niakaramadougou,,,,,,,Niakaramadougou,,,,,,,,,,,,,,,,
9386,Cote d`Ivoire,DISTRICT DE LA VILLE DU BANDAMA,HAMBOL,NIAKARAMADOUGOU,Niakaramadougou,Niakaramadougou,,,,,,Niakaramadougou,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DE LA VILLE DU BANDAMA,HAMBOL,NIAKARAMADOUGOU,Tafire,,,,,,,Tafire,2281103,9.06882,-5.16404,P,PPL,CI,,90,,,,0,,408,Africa/Abidjan,2/28/12
9387,Cote d`Ivoire,DISTRICT DE LA VILLE DU BANDAMA,HAMBOL,NIAKARAMADOUGOU,Tafire,Tafire,,,,,,Tafire,2281103,9.06882,-5.16404,P,PPL,CI,,90,,,,0,,408,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE LA VILLE DU BANDAMA,HAMBOL,NIAKARAMADOUGOU,Tortiya,,,,,,,Tortiya,2280405,8.76822,-5.6865,P,PPL,CI,,90,,,,0,,329,Africa/Abidjan,1/10/14
9388,Cote d`Ivoire,DISTRICT DE LA VILLE DU BANDAMA,HAMBOL,NIAKARAMADOUGOU,Tortiya,Tortiya,,,,,,Tortiya,2280405,8.76822,-5.6865,P,PPL,CI,,90,,,,0,,329,Africa/Abidjan,1/10/14
9300,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,,,,,,,,,,DISTRICT DE SASSANDRA-MARAHOUE,,,,,,,,,,,,,,,,
9301,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,,,,,,,,,HAUT-SASSANDRA,2597319,7,-6.58333,A,ADM1,CI,,80,,,,0,,253,Africa/Abidjan,2/7/13
9303,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,,,,,,,,DALOA,2290486,6.87736,-6.45022,P,PPLA,CI,,80,,,,215652,,262,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,GADOUAN,,,,,,,GADOUAN,2288439,6.65623,-6.16609,P,PPL,CI,,80,,,,0,,274,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,ZAﾒﾏBO,,,,,,,ZAﾒﾏBO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,GONATE,,,,,,,GONATE,2288356,7.04056,-4.72972,P,PPL,CI,,81,,,,0,,172,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,Bediala,,,,,,,Bediala,2291924,7.16008,-6.30642,P,PPL,CI,,0,,,,0,,297,Africa/Abidjan,2/28/12
9307,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,Bediala,Bediala,,,,,,Bediala,2291924,7.16008,-6.30642,P,PPL,CI,,0,,,,0,,297,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,Daloa,,,,,,,Daloa,2290486,6.87736,-6.45022,P,PPLA,CI,,80,,,,215652,,262,Africa/Abidjan,1/17/12
9308,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,Daloa,Daloa,,,,,,Daloa,2290486,6.87736,-6.45022,P,PPLA,CI,,80,,,,215652,,262,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,Gboguhe,,,,,,,Gboguhe,2291281,6.75728,-6.5837,P,PPL,CI,,80,,,,0,,259,Africa/Abidjan,1/17/12
9309,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,DALOA,Gboguhe,Gboguhe,,,,,,Gboguhe,2291281,6.75728,-6.5837,P,PPL,CI,,80,,,,0,,259,Africa/Abidjan,1/17/12
9304,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,,,,,,,,ISSIA,2287790,6.49224,-6.58558,P,PPL,CI,,80,,,,50313,,211,Africa/Abidjan,4/3/13
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,BOGUEDIA,,,,,,,BOGUEDIA,2291284,6.63434,-6.51915,P,PPL,CI,,80,,,,0,,239,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,IBOGUHE,,,,,,,IBOGUHE,2287859,6.5481,-6.84419,P,PPL,CI,,80,,,,0,,248,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,NAHIO,,,,,,,NAHIO,2284066,6.38423,-6.22736,P,PPL,CI,,80,,,,0,,231,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,NAMANE,,,,,,,NAMANE,7849854,6.42177,-6.68203,P,PPL,CI,,80,,,,0,,207,Africa/Abidjan,2/29/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,Issia,,,,,,,Issia,2287790,6.49224,-6.58558,P,PPL,CI,,80,,,,50313,,211,Africa/Abidjan,4/3/13
9310,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,Issia,Issia,,,,,,Issia,2287790,6.49224,-6.58558,P,PPL,CI,,80,,,,50313,,211,Africa/Abidjan,4/3/13
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,Saioua,,,,,,,Saioua,2281979,6.48535,-6.278,P,PPL,CI,,80,,,,0,,258,Africa/Abidjan,2/28/12
9311,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ISSIA,Saioua,Saioua,,,,,,Saioua,2281979,6.48535,-6.278,P,PPL,CI,,80,,,,0,,258,Africa/Abidjan,2/28/12
9305,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,VAVOUA,,,,,,,,VAVOUA,2280045,7.38194,-6.47778,P,PPL,CI,,80,,,,31250,,276,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,VAVOUA,DANIA,,,,,,,DANIA,2290438,7.15082,-6.84125,P,PPL,CI,,80,,,,0,,269,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,VAVOUA,SEITEFLA,,,,,,,SEITEFLA,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,VAVOUA,Vavoua,,,,,,,Vavoua,2280045,7.38194,-6.47778,P,PPL,CI,,80,,,,31250,,276,Africa/Abidjan,1/17/12
9312,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,VAVOUA,Vavoua,Vavoua,,,,,,Vavoua,2280045,7.38194,-6.47778,P,PPL,CI,,80,,,,31250,,276,Africa/Abidjan,1/17/12
9306,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ZOUKOUGBEU,,,,,,,,ZOUKOUGBEU,2279214,6.76229,-6.8638,P,PPL,CI,,80,,,,0,,244,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ZOUKOUGBEU,GREGBEU,,,,,,,GREGBEU,2288091,6.80685,-6.71716,P,PPL,CI,,80,,,,0,,220,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ZOUKOUGBEU,GUESSABO,,,,,,,GUESSABO,2288002,6.73668,-6.95487,P,PPL,CI,,80,,,,0,,226,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ZOUKOUGBEU,Zoukougbeu,,,,,,,Zoukougbeu,2279214,6.76229,-6.8638,P,PPL,CI,,80,,,,0,,244,Africa/Abidjan,2/28/12
9313,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,HAUT-SASSANDRA,ZOUKOUGBEU,Zoukougbeu,Zoukougbeu,,,,,,Zoukougbeu,2279214,6.76229,-6.8638,P,PPL,CI,,80,,,,0,,244,Africa/Abidjan,2/28/12
9302,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,,,,,,,,,MARAHOUE,2597332,7.16667,-5.83333,A,ADM1,CI,,83,,,,0,,183,Africa/Abidjan,2/7/13
9314,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,,,,,,,,BOUAFLE,2290964,6.99041,-5.7442,P,PPLA,CI,,83,,,,60962,,208,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,ZAGUIETA,,,,,,,ZAGUIETA,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,PAKOUABO,,,,,,,PAKOUABO,2282706,7.15724,-5.7925,P,PPL,CI,,83,,,,0,,202,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,TIBEITA,,,,,,,TIBEITA,2280755,7.18271,-5.82323,P,PPL,CI,,83,,,,0,,205,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,Bonon,,,,,,,Bonon,7849539,6.9268,-6.0489,P,PPL,CI,,83,,,,0,,260,Africa/Abidjan,6/7/11
9317,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,Bonon,Bonon,,,,,,Bonon,7849539,6.9268,-6.0489,P,PPL,CI,,83,,,,0,,260,Africa/Abidjan,6/7/11
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,Bouafle,,,,,,,Bouafle,2290964,6.99041,-5.7442,P,PPLA,CI,,83,,,,60962,,208,Africa/Abidjan,1/17/12
9318,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,BOUAFLE,Bouafle,Bouafle,,,,,,Bouafle,2290964,6.99041,-5.7442,P,PPLA,CI,,83,,,,60962,,208,Africa/Abidjan,1/17/12
9315,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,SINFRA,,,,,,,,SINFRA,2281606,6.62103,-5.91144,P,PPL,CI,,92,,,,59919,,265,Africa/Abidjan,8/5/13
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,SINFRA,BAZRE,,,,,,,BAZRE,2291949,6.72443,-5.48283,P,PPL,CI,,83,,,,0,,185,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,SINFRA,KONONFLA,,,,,,,KONONFLA,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,SINFRA,KOUETINFLA,,,,,,,KOUETINFLA,2285918,6.64884,-5.92237,P,PPL,CI,,83,,,,0,,256,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,SINFRA,Sinfra,,,,,,,Sinfra,2281606,6.62103,-5.91144,P,PPL,CI,,92,,,,59919,,265,Africa/Abidjan,8/5/13
9319,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,SINFRA,Sinfra,Sinfra,,,,,,Sinfra,2281606,6.62103,-5.91144,P,PPL,CI,,92,,,,59919,,265,Africa/Abidjan,8/5/13
9316,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,ZUENOULA,,,,,,,,ZUENOULA,2279172,7.43027,-6.05054,P,PPL,CI,,83,,,,34435,,207,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,ZUENOULA,VOUEBOUFLA,,,,,,,VOUEBOUFLA,2280018,7.62278,-5.94855,P,PPL,CI,,83,,,,0,,259,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,ZUENOULA,MAMINIGUI,,,,,,,MAMINIGUI,2284658,7.40183,-5.84077,P,PPL,CI,,83,,,,0,,282,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,ZUENOULA,Gohitafla,,,,,,,Gohitafla,2288411,7.49076,-5.87952,P,PPL,CI,,83,,,,0,,301,Africa/Abidjan,2/28/12
9320,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,ZUENOULA,Gohitafla,Gohitafla,,,,,,Gohitafla,2288411,7.49076,-5.87952,P,PPL,CI,,83,,,,0,,301,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,ZUENOULA,Zuenoula,,,,,,,Zuenoula,2279172,7.43027,-6.05054,P,PPL,CI,,83,,,,34435,,207,Africa/Abidjan,2/28/12
9321,Cote d`Ivoire,DISTRICT DE SASSANDRA-MARAHOUE,MARAHOUE,ZUENOULA,Zuenoula,Zuenoula,,,,,,Zuenoula,2279172,7.43027,-6.05054,P,PPL,CI,,83,,,,34435,,207,Africa/Abidjan,2/28/12
9200,Cote d`Ivoire,DISTRICT DES LACS,,,,,,,,,,DISTRICT DES LACS,,,,,,,,,,,,,,,,
9201,Cote d`Ivoire,DISTRICT DES LACS,BELIER,,,,,,,,,BELIER,,,,,,,,,,,,,,,,
9205,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,,,,,,,,DIDIEVI,2290117,7.12866,-4.89804,P,PPL,CI,,81,,,,0,,172,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,MOLONOU-BLE,,,,,,,MOLONOU-BLE,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,BOLI,,,,,,,BOLI,2291198,7.22648,-4.80666,P,PPL,CI,,81,,,,0,,194,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,RAVIART,,,,,,,RAVIART,2282250,7.40422,-4.88668,P,PPL,CI,,81,,,,0,,216,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,Didievi,,,,,,,Didievi,2290117,7.12866,-4.89804,P,PPL,CI,,81,,,,0,,172,Africa/Abidjan,2/28/12
9209,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,Didievi,Didievi,,,,,,Didievi,2290117,7.12866,-4.89804,P,PPL,CI,,81,,,,0,,172,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,Tie-N'Diekro,,,,,,,Tie-N'Diekro,,,,,,,,,,,,,,,,
9210,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DIDIEVI,Tie-N'Diekro,Tie-N'Diekro,,,,,,Tie-N'Diekro,,,,,,,,,,,,,,,,
9206,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DJEKANOU,,,,,,,,DJEKANOU,2290096,6.48389,-5.11553,P,PPL,CI,,81,,,,0,,177,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DJEKANOU,Bonikro,,,,,,,Bonikro,2291099,7.54278,-5.51674,P,PPL,CI,,90,,,,0,,238,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DJEKANOU,Djekanou,,,,,,,Djekanou,2290096,6.48389,-5.11553,P,PPL,CI,,81,,,,0,,177,Africa/Abidjan,2/28/12
9211,Cote d`Ivoire,DISTRICT DES LACS,BELIER,DJEKANOU,Djekanou,Djekanou,,,,,,Djekanou,2290096,6.48389,-5.11553,P,PPL,CI,,81,,,,0,,177,Africa/Abidjan,2/28/12
9207,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,,,,,,,,TIEBISSOU,2280742,7.40186,-5.6644,P,PPL,CI,,90,,,,0,,202,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,LOMOKANKRO,,,,,,,LOMOKANKRO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,YAKPABO-SAKASSOU,,,,,,,YAKPABO-SAKASSOU,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,MOLONOU,,,,,,,MOLONOU,2284264,7.14361,-5.47972,P,PPL,CI,,81,,,,0,,185,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,Tiebissou,,,,,,,Tiebissou,2280742,7.40186,-5.6644,P,PPL,CI,,90,,,,0,,202,Africa/Abidjan,2/28/12
9212,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,Tiebissou,Tiebissou,,,,,,Tiebissou,2280742,7.40186,-5.6644,P,PPL,CI,,90,,,,0,,202,Africa/Abidjan,2/28/12
9208,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,,,,,,,,TOUMODI,2280315,7.43276,-5.63222,P,PPL,CI,,90,,,,0,,235,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,ANGODA,,,,,,,ANGODA,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,KPOUEBO,,,,,,,KPOUEBO,2285639,6.3344,-4.85618,P,PPL,CI,,81,,,,0,,96,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Kokoumbo,,,,,,,Kokoumbo,2286675,6.54246,-5.25925,P,PPL,CI,,81,,,,0,,202,Africa/Abidjan,1/17/12
9213,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Kokoumbo,Kokoumbo,,,,,,Kokoumbo,2286675,6.54246,-5.25925,P,PPL,CI,,81,,,,0,,202,Africa/Abidjan,1/17/12
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Toumodi,,,,,,,Toumodi,2280315,7.43276,-5.63222,P,PPL,CI,,90,,,,0,,235,Africa/Abidjan,2/28/12
9214,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Toumodi,Toumodi,,,,,,Toumodi,2280315,7.43276,-5.63222,P,PPL,CI,,90,,,,0,,235,Africa/Abidjan,2/28/12
9202,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,,,,,,,,,IFFOU,,,,,,,,,,,,,,,,
9215,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,,,,,,,,DAOUKRO,2290412,7.0591,-3.9631,P,PPL,CI,,86,,,,40175,,188,Africa/Abidjan,1/29/10
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ananda,,,,,,,Ananda,2292941,7.28333,-4.26667,P,PPL,CI,,81,,,,0,,157,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Daoukro,,,,,,,Daoukro,2290412,7.0591,-3.9631,P,PPL,CI,,86,,,,40175,,188,Africa/Abidjan,1/29/10
9218,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Daoukro,Daoukro,,,,,,Daoukro,2290412,7.0591,-3.9631,P,PPL,CI,,86,,,,40175,,188,Africa/Abidjan,1/29/10
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ettrokro,,,,,,,Ettrokro,,,,,,,,,,,,,,,,
9219,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ettrokro,Ettrokro,,,,,,Ettrokro,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ouelle,,,,,,,Ouelle,2279910,10.35602,-6.80896,P,PPL,CI,,77,,,,0,,351,Africa/Abidjan,2/28/12
9220,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ouelle,Ouelle,,,,,,Ouelle,2279910,10.35602,-6.80896,P,PPL,CI,,77,,,,0,,351,Africa/Abidjan,2/28/12
9216,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,,,,,,,,M'BAHIAKRO,2284489,7.45728,-4.33993,P,PPL,CI,,81,,,,0,,127,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,BONGUERA,,,,,,,BONGUERA,2291108,7.66663,-4.24335,P,PPL,CI,,81,,,,0,,203,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,M'Bahiakro,,,,,,,M'Bahiakro,2284489,7.45728,-4.33993,P,PPL,CI,,81,,,,0,,127,Africa/Abidjan,1/10/14
9221,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,M'Bahiakro,M'Bahiakro,,,,,,M'Bahiakro,2284489,7.45728,-4.33993,P,PPL,CI,,81,,,,0,,127,Africa/Abidjan,1/10/14
9217,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,,,,,,,,PRIKRO,2282273,8.10198,-5.4894,P,PPL,CI,,90,,,,0,,226,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,FAMIENKRO,,,,,,,FAMIENKRO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,KOFFI-AMONKRO,,,,,,,KOFFI-AMONKRO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,NAFANA,,,,,,,NAFANA,2284097,9.19146,-4.78507,P,PPL,CI,,87,,,,0,,349,Africa/Abidjan,2/28/12
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,Prikro,,,,,,,Prikro,2282273,8.10198,-5.4894,P,PPL,CI,,90,,,,0,,226,Africa/Abidjan,2/28/12
9222,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,Prikro,Prikro,,,,,,Prikro,2282273,8.10198,-5.4894,P,PPL,CI,,90,,,,0,,226,Africa/Abidjan,2/28/12
9203,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,,,,,,,,,MORONOU,2284197,6.32043,-4.97121,P,PPL,CI,,81,,,,0,,106,Africa/Abidjan,2/28/12
9223,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,,,,,,,,ARRAH,2292755,6.67342,-3.96938,P,PPL,CI,,81,,,,37432,,143,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,KREGBE,,,,,,,KREGBE,2285614,6.97249,-3.98416,P,PPL,CI,,81,,,,0,,199,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,KOTOBI,,,,,,,KOTOBI,2286221,6.69569,-4.12892,P,PPL,CI,,81,,,,0,,163,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,Arrah,,,,,,,Arrah,2292755,6.67342,-3.96938,P,PPL,CI,,81,,,,37432,,143,Africa/Abidjan,1/10/14
9226,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,Arrah,Arrah,,,,,,Arrah,2292755,6.67342,-3.96938,P,PPL,CI,,81,,,,37432,,143,Africa/Abidjan,1/10/14
9224,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,,,,,,,,BONGOUANOU,2291113,6.65175,-4.20406,P,PPL,CI,,81,,,,34405,,213,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,ANDE,,,,,,,ANDE,2292932,6.78176,-4.08517,P,PPL,CI,,81,,,,0,,181,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,N'GUESSANKRO,,,,,,,N'GUESSANKRO,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,ASSIE-KOUMASSI,,,,,,,ASSIE-KOUMASSI,,,,,,,,,,,,,,,,
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,Bongouanou,,,,,,,Bongouanou,2291113,6.65175,-4.20406,P,PPL,CI,,81,,,,34405,,213,Africa/Abidjan,1/10/14
9227,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,Bongouanou,Bongouanou,,,,,,Bongouanou,2291113,6.65175,-4.20406,P,PPL,CI,,81,,,,34405,,213,Africa/Abidjan,1/10/14
9225,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,,,,,,,,M'BATTO,2284477,6.47197,-4.35781,P,PPL,CI,,81,,,,0,,124,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,ASSAHARA,,,,,,,ASSAHARA,2292737,6.66643,-4.49775,P,PPL,CI,,81,,,,0,,106,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Anoumaba,,,,,,,Anoumaba,2292866,6.33735,-4.51626,P,PPL,CI,,81,,,,0,,105,Africa/Abidjan,1/10/14
9228,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Anoumaba,Anoumaba,,,,,,Anoumaba,2292866,6.33735,-4.51626,P,PPL,CI,,81,,,,0,,105,Africa/Abidjan,1/10/14
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,M'Batto,,,,,,,M'Batto,2284477,6.47197,-4.35781,P,PPL,CI,,81,,,,0,,124,Africa/Abidjan,1/10/14
9229,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,M'Batto,M'Batto,,,,,,M'Batto,2284477,6.47197,-4.35781,P,PPL,CI,,81,,,,0,,124,Africa/Abidjan,1/10/14
