Database ID,Country,Districts,Region,Departments,Sous Prefecture,Commune,Latitude,Longitude,GeoID,ISO,ISO3,Most Specific Location
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,GOULALEU,,,,,,,GOULALEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Bin-Houye,,,,,,,Bin-Houye
9298,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Bin-Houye,Bin-Houye,,,,,,Bin-Houye
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Zan-Hounien,,,,,,,Zan-Hounien
9299,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,Zan-Hounien,Zan-Hounien,,,,,,Zan-Hounien
9322,Cote d`Ivoire,DISTRICT DES SAVANES,,,,,,,,,,DISTRICT DES SAVANES
9323,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,,,,,,,,,BAGOUE
9326,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,,,,,,,,BOUNDIALI
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,BAYA,,,,,,,BAYA
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,SIEMPURGO,,,,,,,SIEMPURGO
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Gonaoni,,,,,,,Gonaoni
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Boundiali,,,,,,,Boundiali
9329,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Boundiali,Boundiali,,,,,,Boundiali
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Kassere,,,,,,,Kassere
9330,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,BOUNDIALI,Kassere,Kassere,,,,,,Kassere
9327,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,,,,,,,,KOUTO
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Sianhala,,,,,,,Sianhala
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Blessegue,,,,,,,Blessegue
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Gbon,,,,,,,Gbon
9331,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Gbon,Gbon,,,,,,Gbon
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kolia,,,,,,,Kolia
9332,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kolia,Kolia,,,,,,Kolia
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kouto,,,,,,,Kouto
9333,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,KOUTO,Kouto,Kouto,,,,,,Kouto
9328,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,,,,,,,,TENGRELA
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Debete,,,,,,,Debete
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Kanakono,,,,,,,Kanakono
9334,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Kanakono,Kanakono,,,,,,Kanakono
,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Tengrela,,,,,,,Tengrela
9335,Cote d`Ivoire,DISTRICT DES SAVANES,BAGOUE,TENGRELA,Tengrela,Tengrela,,,,,,Tengrela
9324,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,,,,,,,,,PORO
9340,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,,,,,,,,DIKODOUGOU
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,BORON,,,,,,,BORON
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Dikodougou,,,,,,,Dikodougou
9341,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Dikodougou,Dikodougou,,,,,,Dikodougou
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Guiembe,,,,,,,Guiembe
9342,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,DIKODOUGOU,Guiembe,Guiembe,,,,,,Guiembe
9336,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,,,,,,,KORHOGO
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,KONI,,,,,,,KONI
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,SOHOUO,,,,,,,SOHOUO
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,N'GANON,,,,,,,N'GANON
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Karakoro,,,,,,,Karakoro
9343,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Karakoro,Karakoro,,,,,,Karakoro
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Komborodougou,,,,,,,Komborodougou
9339,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Komborodougou,Komborodougou,,,,,,Komborodougou
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Korhogo,,,,,,,Korhogo
9344,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Korhogo,Korhogo,,,,,,Korhogo
9336,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,,,,,,,KORHOGO
9346,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,,Napie,NAPIELEDOUGOU?,,,,,Napie
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Niofoin,,,,,,,Niofoin
9345,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Niofoin,Niofoin,,,,,,Niofoin
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Sirasso,,,,,,,Sirasso
9347,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Sirasso,Sirasso,,,,,,Sirasso
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Tioroniaradougou,,,,,,,Tioroniaradougou
9348,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,KORHOGO,Tioroniaradougou,Tioroniaradougou,,,,,,Tioroniaradougou
9337,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,,,,,,,,M'BENGUE
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,KATOGO,,,,,,,KATOGO
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,KATIALI,,,,,,,KATIALI
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,BOUGOU,,,,,,,BOUGOU
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,M'Bengue,,,,,,,M'Bengue
9349,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,M'BENGUE,M'Bengue,M'Bengue,,,,,,M'Bengue
9338,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,,,,,,,,SINEMATIALI
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,KAGBOLODOUGOU,,,,,,,KAGBOLODOUGOU
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,BAHOUAKAHA,,,,,,,BAHOUAKAHA
,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,Sinematiali,,,,,,,Sinematiali
9350,Cote d`Ivoire,DISTRICT DES SAVANES,PORO,SINEMATIALI,Sinematiali,Sinematiali,,,,,,Sinematiali
9325,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,,,,,,,,,TCHOLOGO
9351,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,,,,,,,,FERKESSEDOUGOU
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,TOGONIERE,,,,,,,TOGONIERE
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Ferkessedougou,,,,,,,Ferkessedougou
9354,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Ferkessedougou,Ferkessedougou,,,,,,Ferkessedougou
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Koumbala,,,,,,,Koumbala
9355,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,FERKESSEDOUGOU,Koumbala,Koumbala,,,,,,Koumbala
9352,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,,,,,,,,KONG
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,BILIMONO,,,,,,,BILIMONO
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,NAFANA,,,,,,,NAFANA
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,Kong,,,,,,,Kong
9356,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,KONG,Kong,Kong,,,,,,Kong
9353,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,,,,,,,,OUANGOLODOUGOU
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,TOUMOUKORO,,,,,,,TOUMOUKORO
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Diawala,,,,,,,Diawala
9357,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Diawala,Diawala,,,,,,Diawala
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Nielle,,,,,,,Nielle
9358,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Nielle,Nielle,,,,,,Nielle
,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Ouangolodougou,,,,,,,Ouangolodougou
9359,Cote d`Ivoire,DISTRICT DES SAVANES,TCHOLOGO,OUANGOLODOUGOU,Ouangolodougou,Ouangolodougou,,,,,,Ouangolodougou
9116,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,,,,,,,,,,DISTRICT DU BAS-SASSANDRA
9122,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,,,,,,,,,GBOKLE
9127,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,,,,,,,,FRESCO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,GBAGBAM,,,,,,,GBAGBAM
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,Fresco,,,,,,,Fresco
9135,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,FRESCO,Fresco,Fresco,,,,,,Fresco
9128,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,,,,,,,,SASSANDRA
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,DAKPADOU,,,,,,,DAKPADOU
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,SAGO,,,,,,,SAGO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,Sassandra,,,,,,,Sassandra
9137,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,GBOKLE,SASSANDRA,Sassandra,Sassandra,,,,,,Sassandra
9123,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,,,,,,,,,NAWA
9129,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,BUYO,,,,,,,,BUYO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,BUYO,Buyo,,,,,,,Buyo
9138,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,BUYO,Buyo,Buyo,,,,,,Buyo
9130,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,,,,,,,,GUEYO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,DABOUYO,,,,,,,DABOUYO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,Gueyo,,,,,,,Gueyo
9139,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,GUEYO,Gueyo,Gueyo,,,,,,Gueyo
9131,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,,,,,,,,MEAGUI
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,OUPOYO,,,,,,,OUPOYO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,Meagui,,,,,,,Meagui
9140,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,MEAGUI,Meagui,Meagui,,,,,,Meagui
9132,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,,,,,,,,SOUBRE
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,LILIYO,,,,,,,LILIYO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,OKROUYO,,,,,,,OKROUYO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Grand-Zattry,,,,,,,Grand-Zattry
9141,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Grand-Zattry,Grand-Zattry,,,,,,Grand-Zattry
9142,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,,Mayo,,,,,,Mayo
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Soubre,,,,,,,Soubre
9143,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,NAWA,SOUBRE,Soubre,Soubre,,,,,,Soubre
9124,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,,,,,,,,,SAN PEDRO
9133,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,,,,,,,,SAN-PEDRO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,GABIADJI,,,,,,,GABIADJI
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,DOBA,,,,,,,DOBA
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,DOGBO,,,,,,,DOGBO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,Grand-Bereby,,,,,,,Grand-Bereby
9144,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,Grand-Bereby,Grand-Bereby,,,,,,Grand-Bereby
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,San Pedro,,,,,,,San Pedro
9145,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,SAN-PEDRO,San Pedro,San Pedro,,,,,,San Pedro
9134,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,,,,,,,,TABOU
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,OLODIO,,,,,,,OLODIO
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,DJOUROUTOU,,,,,,,DJOUROUTOU
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Grabo,,,,,,,Grabo
9146,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Grabo,Grabo,,,,,,Grabo
,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Tabou,,,,,,,Tabou
9147,Cote d`Ivoire,DISTRICT DU BAS-SASSANDRA,SAN PEDRO,TABOU,Tabou,Tabou,,,,,,Tabou
9148,Cote d`Ivoire,DISTRICT DU COMOE,,,,,,,,,,DISTRICT DU COMOE
9149,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,,,,,,,,,INDENIE-DJUABLIN
9151,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,,,,,,,,ABENGOUROU
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,YAKASSE-FEYASSE,,,,,,,YAKASSE-FEYASSE
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,ZARANOU,,,,,,,ZARANOU
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,AMELEKIA,,,,,,,AMELEKIA
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,ANIASSUE,,,,,,,ANIASSUE
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,EBILASSOUKRO,,,,,,,EBILASSOUKRO
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Abengourou,,,,,,,Abengourou
9154,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Abengourou,Abengourou,,,,,,Abengourou
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Niable,,,,,,,Niable
9155,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,ABENGOUROU,Niable,Niable,,,,,,Niable
9152,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,,,,,,,,AGNIBILEKROU
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,AKOBOISSUE,,,,,,,AKOBOISSUE
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,DAME,,,,,,,DAME
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,DUFFREBO,,,,,,,DUFFREBO
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,TANGUELAN,,,,,,,TANGUELAN
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,Agnibilekrou,,,,,,,Agnibilekrou
9156,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,AGNIBILEKROU,Agnibilekrou,Agnibilekrou,,,,,,Agnibilekrou
9153,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,,,,,,,,BETTIE
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,DIAMARABO,,,,,,,DIAMARABO
,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,Bettie,,,,,,,Bettie
9157,Cote d`Ivoire,DISTRICT DU COMOE,INDENIE-DJUABLIN,BETTIE,Bettie,Bettie,,,,,,Bettie
9150,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,,,,,,,,,SUD-COMOE
9158,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,,,,,,,,ABOISSO
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,YAOU,,,,,,,YAOU
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,BIANOUAN,,,,,,,BIANOUAN
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,KOUAKRO,,,,,,,KOUAKRO
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,ADAOU,,,,,,,ADAOU
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,ADjOUAN,,,,,,,ADjOUAN
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Aboisso,,,,,,,Aboisso
9162,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Aboisso,Aboisso,,,,,,Aboisso
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Ayame,,,,,,,Ayame
9163,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Ayame,Ayame,,,,,,Ayame
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Mafere,,,,,,,Mafere
9164,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ABOISSO,Mafere,Mafere,,,,,,Mafere
9159,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,,,,,,,,ADIAKE
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,ETOUEBOUE,,,,,,,ETOUEBOUE
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,ASSINI-MAFIA,,,,,,,ASSINI-MAFIA
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,Adiake,,,,,,,Adiake
9165,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,ADIAKE,Adiake,Adiake,,,,,,Adiake
9160,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,,,,,,,,GRAND-BASSAM
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Bongo,,,,,,,Bongo
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Bonoua,,,,,,,Bonoua
9166,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Bonoua,Bonoua,,,,,,Bonoua
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Grand- Bassam,,,,,,,Grand- Bassam
9167,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,GRAND-BASSAM,Grand- Bassam,Grand- Bassam,,,,,,Grand- Bassam
9161,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,,,,,,,,TIAPOUM
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,NOUAMOU,,,,,,,NOUAMOU
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,NOE,,,,,,,NOE
,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,Tiapoum,,,,,,,Tiapoum
9168,Cote d`Ivoire,DISTRICT DU COMOE,SUD-COMOE,TIAPOUM,Tiapoum,Tiapoum,,,,,,Tiapoum
9187,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,,,,,,,,,,DISTRICT DU GíîH-DJIBOUA
9188,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,,,,,,,,,GíîH
9190,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,,,,,,,,GAGNOA
#N/A,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,GUIBEROUA,GUIBEROUA,,,,,,GUIBEROUA
#N/A,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,OURAGAHIO,OURAGAHIO,,,,,,OURAGAHIO
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,GNANGBODOUGNOA,,,,,,,GNANGBODOUGNOA
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,BAYOTA,,,,,,,BAYOTA
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,SERIHIO,,,,,,,SERIHIO
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,GALEBRE,,,,,,,GALEBRE
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,DIGNAGO,,,,,,,DIGNAGO
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,GAGNOA,,,,,,,GAGNOA
#N/A,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,GAGNOA,GAGNOA,GAGNOA,,,,,,GAGNOA
9191,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,OUME,,,,,,,,OUME
#N/A,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,OUME,DIEGONEFRA,DIEGONEFRA,,,,,,DIEGONEFRA
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,OUME,GUEPAHOUO,,,,,,,GUEPAHOUO
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,OUME,TONLA,,,,,,,TONLA
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,OUME,OUME,,,,,,,OUME
#N/A,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,GíîH,OUME,OUME,OUME,,,,,,OUME
9189,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,,,,,,,,,LíîH-DJIBOUA
9192,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,DIVO,,,,,,,,DIVO
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,DIVO,OGOUDOU,,,,,,,OGOUDOU
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,DIVO,DIDOKO,,,,,,,DIDOKO
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,DIVO,Divo,,,,,,,Divo
9195,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,DIVO,Divo,Divo,,,,,,Divo
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,DIVO,Hire,,,,,,,Hire
9196,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,DIVO,Hire,Hire,,,,,,Hire
9193,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,GUITRY,,,,,,,,GUITRY
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,GUITRY,LAUZOUA,,,,,,,LAUZOUA
#N/A,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,GUITRY,LAUZOUA,LAUZOUA,,,,,,LAUZOUA
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,GUITRY,YOCOBOUE,,,,,,,YOCOBOUE
,Cote d`Ivoire,DISTRICT DU GíîH-DJIBOUA,LíîH-DJIBOUA,GUITRY,DAIRO-DIDIZO,,,,,,,DAIRO-DIDIZO
