Database ID,Country,Districts,Region,Departments,Sous Prefecture,Commune,Latitude,Longitude,GeoID,ISO,ISO3,Most Specific Location
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,YAKPABO-SAKASSOU,,,,,,,YAKPABO-SAKASSOU
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,MOLONOU,,,,,,,MOLONOU
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,Tiebissou,,,,,,,Tiebissou
9212,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TIEBISSOU,Tiebissou,Tiebissou,,,,,,Tiebissou
9208,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,,,,,,,,TOUMODI
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,ANGODA,,,,,,,ANGODA
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,KPOUEBO,,,,,,,KPOUEBO
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Kokoumbo,,,,,,,Kokoumbo
9213,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Kokoumbo,Kokoumbo,,,,,,Kokoumbo
,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Toumodi,,,,,,,Toumodi
9214,Cote d`Ivoire,DISTRICT DES LACS,BELIER,TOUMODI,Toumodi,Toumodi,,,,,,Toumodi
9202,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,,,,,,,,,IFFOU
9215,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,,,,,,,,DAOUKRO
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ananda,,,,,,,Ananda
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Daoukro,,,,,,,Daoukro
9218,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Daoukro,Daoukro,,,,,,Daoukro
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ettrokro,,,,,,,Ettrokro
9219,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ettrokro,Ettrokro,,,,,,Ettrokro
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ouelle,,,,,,,Ouelle
9220,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,DAOUKRO,Ouelle,Ouelle,,,,,,Ouelle
9216,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,,,,,,,,M'BAHIAKRO
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,BONGUERA,,,,,,,BONGUERA
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,M'Bahiakro,,,,,,,M'Bahiakro
9221,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,M'BAHIAKRO,M'Bahiakro,M'Bahiakro,,,,,,M'Bahiakro
9217,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,,,,,,,,PRIKRO
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,FAMIENKRO,,,,,,,FAMIENKRO
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,KOFFI-AMONKRO,,,,,,,KOFFI-AMONKRO
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,NAFANA,,,,,,,NAFANA
,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,Prikro,,,,,,,Prikro
9222,Cote d`Ivoire,DISTRICT DES LACS,IFFOU,PRIKRO,Prikro,Prikro,,,,,,Prikro
9203,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,,,,,,,,,MORONOU
9223,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,,,,,,,,ARRAH
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,KREGBE,,,,,,,KREGBE
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,KOTOBI,,,,,,,KOTOBI
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,Arrah,,,,,,,Arrah
9226,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,ARRAH,Arrah,Arrah,,,,,,Arrah
9224,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,,,,,,,,BONGOUANOU
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,ANDE,,,,,,,ANDE
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,N'GUESSANKRO,,,,,,,N'GUESSANKRO
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,ASSIE-KOUMASSI,,,,,,,ASSIE-KOUMASSI
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,Bongouanou,,,,,,,Bongouanou
9227,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,BONGOUANOU,Bongouanou,Bongouanou,,,,,,Bongouanou
9225,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,,,,,,,,M'BATTO
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,ASSAHARA,,,,,,,ASSAHARA
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Anoumaba,,,,,,,Anoumaba
9228,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Anoumaba,Anoumaba,,,,,,Anoumaba
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,M'Batto,,,,,,,M'Batto
9229,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,M'Batto,M'Batto,,,,,,M'Batto
,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Tiemelekro,,,,,,,Tiemelekro
9230,Cote d`Ivoire,DISTRICT DES LACS,MORONOU,M'BATTO,Tiemelekro,Tiemelekro,,,,,,Tiemelekro
9204,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,,,,,,,,,N'ZI
9231,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,,,,,,,,BOCANDA
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,KOUADIOBLEKRO,,,,,,,KOUADIOBLEKRO
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,BEGANSSOU,,,,,,,BEGANSSOU
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,N'ZECREZESSOU,,,,,,,N'ZECREZESSOU
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,Bocanda,,,,,,,Bocanda
9234,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,BOCANDA,Bocanda,Bocanda,,,,,,Bocanda
9232,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,,,,,,,,DIMBOKRO
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,NOFOU,,,,,,,NOFOU
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,ABIGUI,,,,,,,ABIGUI
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,Dimbokro,,,,,,,Dimbokro
9235,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,DIMBOKRO,Dimbokro,Dimbokro,,,,,,Dimbokro
9233,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,,,,,,,,KOUASSI-KOUASSIKRO
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,MEKRO,,,,,,,MEKRO
,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,Kouassi-Kouassikro,,,,,,,Kouassi-Kouassikro
9236,Cote d`Ivoire,DISTRICT DES LACS,N'ZI,KOUASSI-KOUASSIKRO,Kouassi-Kouassikro,Kouassi-Kouassikro,,,,,,Kouassi-Kouassikro
9237,Cote d`Ivoire,DISTRICT DES LAGUNES,,,,,,,,,,DISTRICT DES LAGUNES
9238,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,,,,,,,,,AGNEBY-TIASSA
9241,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,,,,,,,,AGBOVILLE
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Cechi,,,,,,,Cechi
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Grand-Morie,,,,,,,Grand-Morie
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Oress-Krobou,,,,,,,Oress-Krobou
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Loviguie,,,,,,,Loviguie
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Guessiguie,,,,,,,Guessiguie
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,AGBOVILLE,,,,,,,AGBOVILLE
9245,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,AGBOVILLE,Agboville,,,,,,Agboville
9246,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Azaguie,Azaguie,,,,,,Azaguie
9247,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,AGBOVILLE,Rubino,Rubino,,,,,,Rubino
9242,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,,,,,,,,SIKENSI
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,Gomon,,,,,,,Gomon
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,Sikensi,,,,,,,Sikensi
9248,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,SIKENSI,Sikensi,Sikensi,,,,,,Sikensi
9243,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,,,,,,,,TAABO
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,Pacobo,,,,,,,Pacobo
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,Taabo,,,,,,,Taabo
9249,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TAABO,Taabo,Taabo,,,,,,Taabo
9244,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,,,,,,,,TIASSALE
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,N'DOUCI,,,,,,,N'DOUCI
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,GBOLOUVILLE,,,,,,,GBOLOUVILLE
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,MOROKRO,,,,,,,MOROKRO
,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,Tiassale,,,,,,,Tiassale
9250,Cote d`Ivoire,DISTRICT DES LAGUNES,AGNEBY-TIASSA,TIASSALE,Tiassale,Tiassale,,,,,,Tiassale
9239,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,,,,,,,,,GRANDS PONTS
9251,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,,,,,,,,DABOU
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,TOUPAH,,,,,,,TOUPAH
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,LOPOU,,,,,,,LOPOU
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,Dabou,,,,,,,Dabou
9254,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,DABOU,Dabou,Dahou,,,,,,Dahou
9252,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,,,,,,,,GRAND-LAHOU
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,AHOUANOU,,,,,,,AHOUANOU
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,EBOUNOU,,,,,,,EBOUNOU
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,BACANDA,,,,,,,BACANDA
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,Grand-Lahou,,,,,,,Grand-Lahou
9255,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,GRAND-LAHOU,Grand-Lahou,Grand-Lahou,,,,,,Grand-Lahou
9253,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,,,,,,,,JACQUEVILLE
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,ATTOUTOU,,,,,,,ATTOUTOU
,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,Jacqueville,,,,,,,Jacqueville
9256,Cote d`Ivoire,DISTRICT DES LAGUNES,GRANDS PONTS,JACQUEVILLE,Jacqueville,Jacqueville,,,,,,Jacqueville
9240,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,,,,,,,,,LA ME
9257,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,,,,,,,,ADZOPE
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,ASSIKOI,,,,,,,ASSIKOI
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,ANNEPE,,,,,,,ANNEPE
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,BECEDI-BRIGNAN,,,,,,,BECEDI-BRIGNAN
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,YAKASSE-ME,,,,,,,YAKASSE-ME
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Adzope,,,,,,,Adzope
9261,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Adzope,Adzope,,,,,,Adzope
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Agou,,,,,,,Agou
9262,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ADZOPE,Agou,Agou,,,,,,Agou
9258,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,,,,,,,,AKOUPE
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,BECOUEFIN,,,,,,,BECOUEFIN
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Affery,,,,,,,Affery
9263,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Affery,Affery,,,,,,Affery
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Akoupe,,,,,,,Akoupe
9264,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,AKOUPE,Akoupe,Akoupe,,,,,,Akoupe
9259,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,,,,,,,,ALEPE
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,OGHLWALPO,,,,,,,OGHLWALPO
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,ABOISSO-COMOE,,,,,,,ABOISSO-COMOE
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,DANGUIRA,,,,,,,DANGUIRA
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,ALLOSSO,,,,,,,ALLOSSO
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,Alepe,,,,,,,Alepe
9265,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,ALEPE,Alepe,Alepe,,,,,,Alepe
9260,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,,,,,,,,YAKASSE-ATTOBROU
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,ABONGOUA,,,,,,,ABONGOUA
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,BIEBY,,,,,,,BIEBY
,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,Yakasse-Attobrou,,,,,,,Yakasse-Attobrou
9266,Cote d`Ivoire,DISTRICT DES LAGUNES,LA ME,YAKASSE-ATTOBROU,Yakasse-Attobrou,Yakasse-Attobrou,,,,,,Yakasse-Attobrou
9267,Cote d`Ivoire,DISTRICT DES MONTAGNES,,,,,,,,,,DISTRICT DES MONTAGNES
9268,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,,,,,,,,,CAVALLY
9271,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,,,,,,,,BLOLEQUIN
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,ZEAGLO,,,,,,,ZEAGLO
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,DOKE,,,,,,,DOKE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,BLOLEQUIN,,,,,,,BLOLEQUIN
9274,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,BLOLEQUIN,BLOLEQUIN,Blolequin,,,,,,Blolequin
9272,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,,,,,,,,GUIGLO
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,Kaande,,,,,,,Kaande
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,Guiglo,,,,,,,Guiglo
9276,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,Guiglo,Guiglo,,,,,,Guiglo
9277,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,GUIGLO,,Tai,,,,,,Tai
9273,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,,,,,,,,TOULEPLEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,MEO,,,,,,,MEO
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,PEHE,,,,,,,PEHE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,TIOBLY,,,,,,,TIOBLY
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,BAKOUBLY,,,,,,,BAKOUBLY
,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,Toulepleu,,,,,,,Toulepleu
9275,Cote d`Ivoire,DISTRICT DES MONTAGNES,CAVALLY,TOULEPLEU,Toulepleu,Toulepleu,,,,,,Toulepleu
9269,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,,,,,,,,,GUEMON
9278,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,,,,,,,,BANGOLO
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,BLENIMEOUIN,,,,,,,BLENIMEOUIN
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,GUINGLO-TAHOUAKE,,,,,,,GUINGLO-TAHOUAKE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,GOHOUO-ZAGNA,,,,,,,GOHOUO-ZAGNA
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,DIEOUZON,,,,,,,DIEOUZON
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,ZOU,,,,,,,ZOU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,ZEO,,,,,,,ZEO
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,Bangolo,,,,,,,Bangolo
9282,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,BANGOLO,Bangolo,Bangolo,,,,,,Bangolo
9279,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,,,,,,,,DUEKOUE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,GBAPLEU,,,,,,,GBAPLEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,BAGOHOUO,,,,,,,BAGOHOUO
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,GUEHIEBLY,,,,,,,GUEHIEBLY
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,GUEZON,,,,,,,GUEZON
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,Duekoue,,,,,,,Duekoue
9283,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,DUEKOUE,Duekoue,Duekoue,,,,,,Duekoue
9280,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,,,,,,,,FACOBLY
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,SEMIEN,,,,,,,SEMIEN
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,GUEZON,,,,,,,GUEZON
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,TIENY-SIABLY,,,,,,,TIENY-SIABLY
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,Facobly,,,,,,,Facobly
9284,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,FACOBLY,Facobly,Facobly,,,,,,Facobly
9281,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,,,,,,,,KOUIBLY
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,NIDROU,,,,,,,NIDROU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,TOTRODOU,,,,,,,TOTRODOU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,OUYABLY-GNANDROU,,,,,,,OUYABLY-GNANDROU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,Kouibly,,,,,,,Kouibly
9285,Cote d`Ivoire,DISTRICT DES MONTAGNES,GUEMON,KOUIBLY,Kouibly,Kouibly,,,,,,Kouibly
9270,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,,,,,,,,,TONKPI
9286,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,,,,,,,,BIANKOUMA
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,GBANGBEGOUINE,,,,,,,GBANGBEGOUINE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,KPATA,,,,,,,KPATA
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,BLAPLEU,,,,,,,BLAPLEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,SANTA,,,,,,,SANTA
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,GOUINE,,,,,,,GOUINE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Biankouma,,,,,,,Biankouma
9291,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Biankouma,Biankouma,,,,,,Biankouma
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Gbonne,,,,,,,Gbonne
9292,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,BIANKOUMA,Gbonne,Gbonne,,,,,,Gbonne
9287,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,,,,,,,,DANANE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,MAHAPLEU,,,,,,,MAHAPLEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,KOUAN-HOULE,,,,,,,KOUAN-HOULE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,DALEU,,,,,,,DALEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,SEILEU,,,,,,,SEILEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,GBON-HOUYE,,,,,,,GBON-HOUYE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,Danane,,,,,,,Danane
9293,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,DANANE,Danane,Danane,,,,,,Danane
9288,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,,,,,,,,MAN
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,SANDOUGOU-SOBA,,,,,,,SANDOUGOU-SOBA
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,BOGOUINE,,,,,,,BOGOUINE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,PODIAGOUINE,,,,,,,PODIAGOUINE
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,GBANGBEGOUINE-YATI,,,,,,,GBANGBEGOUINE-YATI
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,YAPLEU,,,,,,,YAPLEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Logouale,,,,,,,Logouale
9294,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Logouale,Logouale,,,,,,Logouale
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Man,,,,,,,Man
9295,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Man,Man,,,,,,Man
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Sangouine,,,,,,,Sangouine
9296,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,MAN,Sangouine,Sangouine,,,,,,Sangouine
9289,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,,,,,,,,SIPILOU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,YORODOUGOU,,,,,,,YORODOUGOU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,Sipilou,,,,,,,Sipilou
9297,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,SIPILOU,Sipilou,Sipilou,,,,,,Sipilou
9290,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,,,ZOUAN-HOUNIEN,,,,,ZAN-HOUNIEN
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,BANNEU,,,,,,,BANNEU
,Cote d`Ivoire,DISTRICT DES MONTAGNES,TONKPI,ZAN-HOUNIEN,TEAPLEU,,,,,,,TEAPLEU
